"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Autauga County, AL"	"01001"	12	55504	Unreliable
	"Baldwin County, AL"	"01003"	39	212628	1.83
	"Blount County, AL"	"01009"	11	58013	Unreliable
	"Calhoun County, AL"	"01015"	29	114728	2.53
	"Covington County, AL"	"01039"	12	37092	Unreliable
	"Cullman County, AL"	"01043"	21	82755	2.54
	"DeKalb County, AL"	"01049"	20	71617	2.79
	"Elmore County, AL"	"01051"	14	81677	Unreliable
	"Escambia County, AL"	"01053"	12	37447	Unreliable
	"Etowah County, AL"	"01055"	15	102755	Unreliable
	"Houston County, AL"	"01069"	15	104346	Unreliable
	"Jackson County, AL"	"01071"	15	51909	Unreliable
	"Jefferson County, AL"	"01073"	109	659197	1.65
	"Lauderdale County, AL"	"01077"	12	92538	Unreliable
	"Lee County, AL"	"01081"	21	161604	1.30
	"Limestone County, AL"	"01083"	15	94402	Unreliable
	"Madison County, AL"	"01089"	57	361046	1.58
	"Marshall County, AL"	"01095"	17	95548	Unreliable
	"Mobile County, AL"	"01097"	64	413955	1.55
	"Montgomery County, AL"	"01101"	27	226646	1.19
	"Morgan County, AL"	"01103"	34	118818	2.86
	"Russell County, AL"	"01113"	11	57045	Unreliable
	"St. Clair County, AL"	"01115"	14	88199	Unreliable
	"Shelby County, AL"	"01117"	32	213605	1.50
	"Talladega County, AL"	"01121"	18	80065	Unreliable
	"Tuscaloosa County, AL"	"01125"	25	207811	1.20
	"Walker County, AL"	"01127"	20	64058	3.12
	"Anchorage Borough, AK"	"02020"	64	294356	2.17
	"Fairbanks North Star Borough, AK"	"02090"	26	99703	2.61
	"Juneau Borough, AK"	"02110"	10	32094	Unreliable
	"Kenai Peninsula Borough, AK"	"02122"	13	58617	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	30	106532	2.82
	"Wade Hampton Census Area, AK"	"02270"	10	8202	Unreliable
	"Apache County, AZ"	"04001"	27	71606	3.77
	"Cochise County, AZ"	"04003"	37	124756	2.97
	"Coconino County, AZ"	"04005"	40	140776	2.84
	"Gila County, AZ"	"04007"	20	53501	3.74
	"Graham County, AZ"	"04009"	10	37466	Unreliable
	"La Paz County, AZ"	"04012"	13	20601	Unreliable
	"Maricopa County, AZ"	"04013"	678	4307033	1.57
	"Mohave County, AZ"	"04015"	68	207200	3.28
	"Navajo County, AZ"	"04017"	44	108956	4.04
	"Pima County, AZ"	"04019"	218	1022769	2.13
	"Pinal County, AZ"	"04021"	66	430237	1.53
	"Yavapai County, AZ"	"04025"	79	228168	3.46
	"Yuma County, AZ"	"04027"	22	207534	1.06
	"Benton County, AR"	"05007"	63	266300	2.37
	"Boone County, AR"	"05009"	13	37381	Unreliable
	"Craighead County, AR"	"05031"	18	107115	Unreliable
	"Crawford County, AR"	"05033"	15	62996	Unreliable
	"Faulkner County, AR"	"05045"	18	123654	Unreliable
	"Garland County, AR"	"05051"	33	98658	3.34
	"Greene County, AR"	"05055"	14	45053	Unreliable
	"Hot Spring County, AR"	"05059"	15	33574	Unreliable
	"Independence County, AR"	"05063"	11	37504	Unreliable
	"Logan County, AR"	"05083"	10	21722	Unreliable
	"Lonoke County, AR"	"05085"	18	72898	Unreliable
	"Marion County, AR"	"05089"	12	16428	Unreliable
	"Miller County, AR"	"05091"	15	43984	Unreliable
	"Pope County, AR"	"05115"	12	63835	Unreliable
	"Pulaski County, AR"	"05119"	67	393956	1.70
	"Saline County, AR"	"05125"	24	119323	2.01
	"Sebastian County, AR"	"05131"	24	128107	1.87
	"Washington County, AR"	"05143"	46	231996	1.98
	"White County, AR"	"05145"	15	79016	Unreliable
	"Alameda County, CA"	"06001"	143	1663190	0.86
	"Butte County, CA"	"06007"	42	229294	1.83
	"Calaveras County, CA"	"06009"	11	45670	Unreliable
	"Contra Costa County, CA"	"06013"	107	1147439	0.93
	"El Dorado County, CA"	"06017"	32	188987	1.69
	"Fresno County, CA"	"06019"	106	989255	1.07
	"Humboldt County, CA"	"06023"	22	136754	1.61
	"Imperial County, CA"	"06025"	18	182830	Unreliable
	"Kern County, CA"	"06029"	121	893119	1.35
	"Kings County, CA"	"06031"	24	150101	1.60
	"Lake County, CA"	"06033"	22	64246	3.42
	"Los Angeles County, CA"	"06037"	891	10163507	0.88
	"Madera County, CA"	"06039"	25	156890	1.59
	"Marin County, CA"	"06041"	44	260955	1.69
	"Mendocino County, CA"	"06045"	25	88018	2.84
	"Merced County, CA"	"06047"	21	272673	0.77
	"Monterey County, CA"	"06053"	35	437907	0.80
	"Napa County, CA"	"06055"	18	140973	Unreliable
	"Nevada County, CA"	"06057"	20	99814	2.00
	"Orange County, CA"	"06059"	327	3190400	1.02
	"Placer County, CA"	"06061"	49	386166	1.27
	"Riverside County, CA"	"06065"	272	2423266	1.12
	"Sacramento County, CA"	"06067"	213	1530615	1.39
	"San Benito County, CA"	"06069"	10	60310	Unreliable
	"San Bernardino County, CA"	"06071"	227	2157404	1.05
	"San Diego County, CA"	"06073"	432	3337685	1.29
	"San Francisco County, CA"	"06075"	101	884363	1.14
	"San Joaquin County, CA"	"06077"	83	745424	1.11
	"San Luis Obispo County, CA"	"06079"	56	283405	1.98
	"San Mateo County, CA"	"06081"	58	771410	0.75
	"Santa Barbara County, CA"	"06083"	58	448150	1.29
	"Santa Clara County, CA"	"06085"	142	1938153	0.73
	"Santa Cruz County, CA"	"06087"	43	275897	1.56
	"Shasta County, CA"	"06089"	54	179921	3.00
	"Solano County, CA"	"06095"	46	445458	1.03
	"Sonoma County, CA"	"06097"	69	504217	1.37
	"Stanislaus County, CA"	"06099"	56	547899	1.02
	"Sutter County, CA"	"06101"	14	96648	Unreliable
	"Tehama County, CA"	"06103"	12	63926	Unreliable
	"Tulare County, CA"	"06107"	53	464493	1.14
	"Tuolumne County, CA"	"06109"	14	54248	Unreliable
	"Ventura County, CA"	"06111"	94	854223	1.10
	"Yolo County, CA"	"06113"	23	219116	1.05
	"Yuba County, CA"	"06115"	16	77031	Unreliable
	"Adams County, CO"	"08001"	108	503167	2.15
	"Arapahoe County, CO"	"08005"	116	643052	1.80
	"Boulder County, CO"	"08013"	63	322514	1.95
	"Denver County, CO"	"08031"	132	704621	1.87
	"Douglas County, CO"	"08035"	51	335299	1.52
	"Eagle County, CO"	"08037"	13	54772	Unreliable
	"El Paso County, CO"	"08041"	178	699232	2.55
	"Fremont County, CO"	"08043"	16	47559	Unreliable
	"Garfield County, CO"	"08045"	11	59118	Unreliable
	"Jefferson County, CO"	"08059"	108	574613	1.88
	"La Plata County, CO"	"08067"	18	55589	Unreliable
	"Larimer County, CO"	"08069"	73	343976	2.12
	"Mesa County, CO"	"08077"	47	151616	3.10
	"Montrose County, CO"	"08085"	11	41784	Unreliable
	"Pueblo County, CO"	"08101"	52	166475	3.12
	"Weld County, CO"	"08123"	49	304633	1.61
	"Fairfield County, CT"	"09001"	79	949921	0.83
	"Hartford County, CT"	"09003"	107	895388	1.20
	"Litchfield County, CT"	"09005"	21	182177	1.15
	"Middlesex County, CT"	"09007"	21	163410	1.29
	"New Haven County, CT"	"09009"	103	860435	1.20
	"New London County, CT"	"09011"	35	269033	1.30
	"Tolland County, CT"	"09013"	24	151461	1.58
	"Windham County, CT"	"09015"	15	116359	Unreliable
	"Kent County, DE"	"10001"	21	176824	1.19
	"New Castle County, DE"	"10003"	61	559793	1.09
	"Sussex County, DE"	"10005"	30	225322	1.33
	"District of Columbia, DC"	"11001"	47	693972	0.68
	"Alachua County, FL"	"12001"	32	266944	1.20
	"Bay County, FL"	"12005"	45	183563	2.45
	"Brevard County, FL"	"12009"	142	589162	2.41
	"Broward County, FL"	"12011"	219	1935878	1.13
	"Charlotte County, FL"	"12015"	31	182033	1.70
	"Citrus County, FL"	"12017"	38	145647	2.61
	"Clay County, FL"	"12019"	38	212230	1.79
	"Collier County, FL"	"12021"	61	372880	1.64
	"Columbia County, FL"	"12023"	12	69612	Unreliable
	"Duval County, FL"	"12031"	158	937934	1.68
	"Escambia County, FL"	"12033"	78	313512	2.49
	"Flagler County, FL"	"12035"	31	110510	2.81
	"Hernando County, FL"	"12053"	34	186553	1.82
	"Highlands County, FL"	"12055"	28	102883	2.72
	"Hillsborough County, FL"	"12057"	193	1408566	1.37
	"Indian River County, FL"	"12061"	34	154383	2.20
	"Lake County, FL"	"12069"	87	346017	2.51
	"Lee County, FL"	"12071"	114	739224	1.54
	"Leon County, FL"	"12073"	35	290292	1.21
	"Manatee County, FL"	"12081"	68	385571	1.76
	"Marion County, FL"	"12083"	81	354353	2.29
	"Martin County, FL"	"12085"	26	159923	1.63
	"Miami-Dade County, FL"	"12086"	247	2751796	0.90
	"Monroe County, FL"	"12087"	20	77013	2.60
	"Nassau County, FL"	"12089"	13	82721	Unreliable
	"Okaloosa County, FL"	"12091"	46	202970	2.27
	"Orange County, FL"	"12095"	146	1348975	1.08
	"Osceola County, FL"	"12097"	44	352180	1.25
	"Palm Beach County, FL"	"12099"	205	1471150	1.39
	"Pasco County, FL"	"12101"	94	525643	1.79
	"Pinellas County, FL"	"12103"	178	970637	1.83
	"Polk County, FL"	"12105"	103	686483	1.50
	"Putnam County, FL"	"12107"	18	73464	Unreliable
	"St. Johns County, FL"	"12109"	48	243812	1.97
	"St. Lucie County, FL"	"12111"	48	313506	1.53
	"Santa Rosa County, FL"	"12113"	32	174272	1.84
	"Sarasota County, FL"	"12115"	90	419119	2.15
	"Seminole County, FL"	"12117"	57	462659	1.23
	"Sumter County, FL"	"12119"	17	125165	Unreliable
	"Suwannee County, FL"	"12121"	13	44190	Unreliable
	"Volusia County, FL"	"12127"	126	538692	2.34
	"Walton County, FL"	"12131"	13	68376	Unreliable
	"Barrow County, GA"	"13013"	11	79061	Unreliable
	"Bartow County, GA"	"13015"	10	105054	Unreliable
	"Bibb County, GA"	"13021"	26	152862	1.70
	"Carroll County, GA"	"13045"	24	117812	2.04
	"Catoosa County, GA"	"13047"	12	66550	Unreliable
	"Chatham County, GA"	"13051"	45	290501	1.55
	"Cherokee County, GA"	"13057"	35	247573	1.41
	"Clarke County, GA"	"13059"	16	127064	Unreliable
	"Clayton County, GA"	"13063"	28	285153	0.98
	"Cobb County, GA"	"13067"	94	755754	1.24
	"Columbia County, GA"	"13073"	25	151579	1.65
	"Coweta County, GA"	"13077"	20	143114	1.40
	"DeKalb County, GA"	"13089"	71	753253	0.94
	"Dougherty County, GA"	"13095"	10	89502	Unreliable
	"Douglas County, GA"	"13097"	18	143882	Unreliable
	"Effingham County, GA"	"13103"	19	59982	Unreliable
	"Fayette County, GA"	"13113"	16	112549	Unreliable
	"Floyd County, GA"	"13115"	19	97613	Unreliable
	"Forsyth County, GA"	"13117"	33	227967	1.45
	"Franklin County, GA"	"13119"	10	22820	Unreliable
	"Fulton County, GA"	"13121"	127	1041423	1.22
	"Glynn County, GA"	"13127"	14	85282	Unreliable
	"Gwinnett County, GA"	"13135"	92	920260	1.00
	"Hall County, GA"	"13139"	40	199335	2.01
	"Henry County, GA"	"13151"	24	225813	1.06
	"Houston County, GA"	"13153"	16	153479	Unreliable
	"Jackson County, GA"	"13157"	17	67519	Unreliable
	"Lowndes County, GA"	"13185"	13	115489	Unreliable
	"Lumpkin County, GA"	"13187"	11	32873	Unreliable
	"Muscogee County, GA"	"13215"	23	194058	1.19
	"Newton County, GA"	"13217"	20	108078	1.85
	"Oconee County, GA"	"13219"	10	38028	Unreliable
	"Paulding County, GA"	"13223"	18	159445	Unreliable
	"Pickens County, GA"	"13227"	10	31588	Unreliable
	"Polk County, GA"	"13233"	13	42085	Unreliable
	"Richmond County, GA"	"13245"	31	201800	1.54
	"Rockdale County, GA"	"13247"	13	90312	Unreliable
	"Spalding County, GA"	"13255"	10	65380	Unreliable
	"Troup County, GA"	"13285"	10	69786	Unreliable
	"Walton County, GA"	"13297"	14	91600	Unreliable
	"Whitfield County, GA"	"13313"	17	104658	Unreliable
	"Hawaii County, HI"	"15001"	41	200381	2.05
	"Honolulu County, HI"	"15003"	125	988650	1.26
	"Kauai County, HI"	"15007"	26	72159	3.60
	"Maui County, HI"	"15009"	35	166260	2.11
	"Ada County, ID"	"16001"	86	456849	1.88
	"Bannock County, ID"	"16005"	25	85269	2.93
	"Bonner County, ID"	"16017"	12	43560	Unreliable
	"Bonneville County, ID"	"16019"	30	114595	2.62
	"Canyon County, ID"	"16027"	48	216699	2.22
	"Cassia County, ID"	"16031"	10	23664	Unreliable
	"Kootenai County, ID"	"16055"	32	157637	2.03
	"Twin Falls County, ID"	"16083"	25	85124	2.94
	"Adams County, IL"	"17001"	15	66234	Unreliable
	"Champaign County, IL"	"17019"	23	209399	1.10
	"Cook County, IL"	"17031"	464	5211263	0.89
	"DeKalb County, IL"	"17037"	17	104733	Unreliable
	"DuPage County, IL"	"17043"	89	930128	0.96
	"Jackson County, IL"	"17077"	13	58284	Unreliable
	"Kane County, IL"	"17089"	45	534667	0.84
	"Kankakee County, IL"	"17091"	15	109605	Unreliable
	"Kendall County, IL"	"17093"	10	126218	Unreliable
	"Lake County, IL"	"17097"	71	703520	1.01
	"LaSalle County, IL"	"17099"	15	110067	Unreliable
	"Livingston County, IL"	"17105"	10	36518	Unreliable
	"McHenry County, IL"	"17111"	38	309122	1.23
	"McLean County, IL"	"17113"	20	172290	1.16
	"Macon County, IL"	"17115"	13	105801	Unreliable
	"Macoupin County, IL"	"17117"	10	45446	Unreliable
	"Madison County, IL"	"17119"	52	265428	1.96
	"Marion County, IL"	"17121"	10	37902	Unreliable
	"Peoria County, IL"	"17143"	33	183011	1.80
	"Rock Island County, IL"	"17161"	18	144808	Unreliable
	"St. Clair County, IL"	"17163"	42	262479	1.60
	"Sangamon County, IL"	"17167"	39	196452	1.99
	"Tazewell County, IL"	"17179"	19	133526	Unreliable
	"Will County, IL"	"17197"	92	692661	1.33
	"Winnebago County, IL"	"17201"	36	284778	1.26
	"Allen County, IN"	"18003"	64	372877	1.72
	"Bartholomew County, IN"	"18005"	16	82040	Unreliable
	"Boone County, IN"	"18011"	11	65875	Unreliable
	"Cass County, IN"	"18017"	11	37994	Unreliable
	"Clark County, IN"	"18019"	16	116973	Unreliable
	"Dearborn County, IN"	"18029"	18	49741	Unreliable
	"Delaware County, IN"	"18035"	18	115184	Unreliable
	"Elkhart County, IN"	"18039"	32	205032	1.56
	"Floyd County, IN"	"18043"	11	77071	Unreliable
	"Grant County, IN"	"18053"	17	66491	Unreliable
	"Hamilton County, IN"	"18057"	35	323747	1.08
	"Hancock County, IN"	"18059"	11	74985	Unreliable
	"Hendricks County, IN"	"18063"	21	163685	1.28
	"Howard County, IN"	"18067"	16	82363	Unreliable
	"Jackson County, IN"	"18071"	11	43884	Unreliable
